,ViralPair,Distance,Label
0,"A/England/333/1980/H1N1,A/India/6263/1980/H1N1",4.0,False
1,"A/Johannesburg/82/1996/H1N1,A/Singapore/9/1998/H1N1",11.313708498984802,True
2,"A/Beijing/262/1995/H1N1,A/Peru/3135/2003/H1N1",6.8284271247461925,True
3,"A/Chile/1/1983/H1N1,A/Texas/36/1991/H1N1",22.62741699796949,True
4,"A/Thessaloniki/24/2005/H1N1,A/Solomon_islands/3/2006/H1N1",11.313708498984802,True
5,"A/Malaysia/100/2006/H1N1,A/Philippines/673/2006/H1N1",6.0,True
6,"A/New_caledonia/20/1999/H1N1,A/Shenzhen/141/2005/H1N1",1.70710678118655,False
7,"A/Egypt/10/2007/H1N1,A/St_petersburg/5/2008/H1N1",1.4142135623731005,False
8,"A/Solomon_islands/3/2006/H1N1,A/St_petersburg/5/2008/H1N1",1.0,False
9,"A/Hong_kong/2652/2006/H1N1,A/Kentucky/2/2006/H1N1",8.0,True
10,"A/Ussr/90/1977/H1N1,A/Brazil/11/1978/H1N1",2.82842712474619,False
11,"A/England/333/1980/H1N1,A/Chile/1/1983/H1N1",2.4142135623730896,False
12,"A/Shenzhen/141/2005/H1N1,A/Hong_kong/2652/2006/H1N1",22.62741699796949,True
13,"A/Lackland/3/1978/H1N1,A/England/333/1980/H1N1",11.313708498984802,True
14,"A/Solomon_islands/3/2006/H1N1,A/St_petersburg/12/2008/H1N1",2.0,False
15,"A/Thessaloniki/24/2005/H1N1,A/St_petersburg/5/2008/H1N1",16.0,True
16,"A/Egypt/96/2002/H1N1,A/Malaysia/100/2006/H1N1",4.0,False
17,"A/Jiangxi/160/2005/H1N1,A/Kentucky/1/2005/H1N1",16.0,True
18,"A/Singapore/14/2004/H1N1,A/Malaysia/100/2006/H1N1",0.7071067811865501,False
19,"A/St_petersburg/12/2008/H1N1,A/St_petersburg/5/2008/H1N1",1.0,False
20,"A/Fukushima/141/2006/H1N1,A/Netherlands/345/2007/H1N1",5.65685424949238,True
21,"A/Hawaii/10/2002/H1N1,A/Neimenggu/52/2002/H1N1",2.82842712474619,False
22,"A/Brisbane/59/2007/H1N1,A/Cambodia/0371/2007/H1N1",2.82842712474619,False
23,"A/Florida/03/2006/H1N1,A/Perth/200/2008/H1N1",45.254833995938995,True
24,"A/Fort_warren/1/1950/H1N1,A/Ussr/90/1977/H1N1",1.4142135623731005,False
25,"A/Brisbane/59/2007/H1N1,A/Egypt/10/2007/H1N1",1.2071067811865501,False
26,"A/Cam/1946/H1N1,A/Lackland/3/1978/H1N1",90.50966799187808,True
27,"A/Beijing/262/1995/H1N1,A/Hungary/2/2003/H1N1",8.0,True
28,"A/Johannesburg/82/1996/H1N1,A/Chile/8885/2002/H1N1",45.254833995938995,True
