,ViralPair,Distance,Label
0,"A/Chicken/Beijing/3/2001,A/Chicken/Shanghai/F/1998",2.82842712474619,False
1,"A/Chicken/HeBei/1/1996,A/Swine/SD/3/2003",8.0,True
2,"A/Chicken/Henan/622/2006,A/Chicken/Shenzhen/u/1999",16.0,True
3,"A/Quail/HongKong/G1/1997,A/HongKong/1073/1999",2.0,False
4,"A/Chicken/Shandong/lx316/2007,A/Chicken/Shanghai/F/1998",22.627416997969494,True
5,"A/Chicken/Shandong/lc1124/2007,A/Chicken/Guangdong/22/2001",2.0,False
6,"A/Chicken/BJ/3/1999,A/Chicken/HeB/0617/2007",1.26491106406735,False
7,"A/Chicken/Shandong/lx929/2007,A/Chicken/Shandong/lc1124/2007",1.4142135623731005,False
8,"A/Chicken/Shandong/ly421/2007,A/Chicken/Beijing/3/2001",22.627416997969494,True
9,"A/Quail/HongKong/G1/1997,A/Swine/SD/3/2003",90.50966799187808,True
10,"A/Chicken/Guangdong/22/2001,A/Chicken/Heilongjiang/u/1998",90.50966799187808,True
11,"A/Chicken/Shenzhen/u/1999,A/Chicken/Shandong/6/1996",1.0,False
12,"A/Chicken/HongKong/G9/1997,A/Chicken/HeBei/1/1996",2.12132034355965,False
13,"A/Chicken/Shandong/lc1124/2007,A/Chicken/Shandong/6/1996",11.313708498984802,True
14,"A/shorebird/Delaware/249/2006,A/wildWwaterfowl/Dongting/PC2539/2012",32.0,True
15,"A/Chicken/Shandong/lc1124/2007,A/Chicken/Heilongjiang/u/1998",128.0,True
16,"A/Chicken/Henan/622/2006,A/Chicken/Shanghai/F/1998",2.0,False
17,"A/Chicken/Shandong/lx316/2007,A/Chicken/Guangdong/22/2001",11.313708498984802,True
18,"A/Chicken/Shandong/lx316/2007,A/Chicken/Shenzhen/u/1999",16.0,True
19,"A/Chicken/Pk(Swabi)/NARC–2434/2006,A/BD/0994/2011",1.4142135623731005,False
20,"A/Chicken/Beijing/3/2001,A/Chicken/Shandong/6/1996",1.4142135623731005,False
21,"A/Chicken/Shandong/lx316/2007,A/Chicken/Shandong/ly421/2007",2.0,False
22,"A/Chicken/Pk(Swabi)/NARC–2434/2006,A/Env/BD/907/2009",4.0,False
23,"A/Chicken/Beijing/1/1994,A/wildWwaterfowl/Dongting/PC2539/2012",16.0,True
24,"A/Swine/SD/3/2003,A/Chicken/SD/ZB/2007",11.313708498984802,True
25,"A/Quail/HongKong/G1/1997,A/Swine/SD/FJN/2003",22.627416997969494,True
26,"A/Swine/SD/3/2003,A/Chicken/HeB/0617/2007",8.0,True
27,"A/Chicken/Shandong/lx929/2007,A/Chicken/Heilongjiang/u/1998",45.254833995938995,True
28,"A/Chicken/Shandong/lx316/2007,A/Chicken/Beijing/3/2001",16.0,True
29,"A/HongKong/1073/1999,A/Chicken/HongKong/G9/1997",64.0,True
30,"A/Chicken/Shandong/lc1124/2007,A/Chicken/Jiangsu/nj13/2001",2.82842712474619,False
31,"A/Quail/HongKong/G1/1997,A/wildWaterfowl/Dongting/C2148/2011",362.03867196751196,True
32,"A/Chicken/HeBei/1/1996,A/Chicken/BJ/3/1999",4.0,False
33,"A/Chicken/Shandong/ly421/2007,A/Chicken/Shenzhen/u/1999",22.627416997969494,True
34,"A/Chicken/Guangdong/22/2001,A/Chicken/Jiangsu/nj13/2001",1.0,False
35,"A/Chicken/Henan/622/2006,A/Chicken/Heilongjiang/u/1998",90.50966799187808,True
36,"A/Chicken/Shandong/lc1124/2007,A/Chicken/Shanghai/F/1998",4.0,False
37,"A/Chicken/HongKong/G9/1997,A/shorebird/Delaware/249/2006",11.313708498984802,True
38,"A/Chicken/HongKong/G9/1997,A/wildWwaterfowl/Dongting/PC2539/2012",22.627416997969494,True
39,"A/Chicken/Shandong/lx929/2007,A/Chicken/Shenzhen/u/1999",11.313708498984802,True
40,"A/Chicken/Guangdong/22/2001,A/Chicken/Beijing/3/2001",16.0,True
41,"A/Chicken/Beijing/1/1994,A/wildWaterfowl/Dongting/C2148/2011",22.627416997969494,True
42,"A/Chicken/Jiangsu/nj13/2001,A/Chicken/Shanghai/F/1998",2.0,False
43,"A/Chicken/Shandong/lx929/2007,A/Chicken/Beijing/3/2001",11.313708498984802,True
44,"A/Chicken/Shandong/lx929/2007,A/Chicken/Shanghai/F/1998",2.82842712474619,False
45,"A/shorebird/Delaware/249/2006,A/wildWaterfowl/Dongting/C2148/2011",64.0,True
46,"A/HongKong/1073/1999,A/shorebird/Delaware/249/2006",32.0,True
47,"A/Quail/HongKong/G1/1997,A/shorebird/Delaware/249/2006",90.50966799187808,True
48,"A/Chicken/Shandong/6/1996,A/Chicken/Shanghai/F/1998",2.82842712474619,False
49,"A/Chicken/Shandong/ly421/2007,A/Chicken/Guangdong/22/2001",8.0,True
50,"A/Chicken/HeBei/1/1996,A/Chicken/SD/ZB/2007",2.82842712474619,False
51,"A/Chicken/Shandong/lx929/2007,A/Chicken/Shandong/6/1996",11.313708498984802,True
