,ViralPair,Distance,Label
0,"A/Egret/Egypt/1162-NAMRU3/2006,A/Egypt/1394-NAMRU3/2007",2.0,False
1,"A/GreyHeron/HongKong/1046/2008,A/JapaneseWhiteEye/HongKong/1038/2006",16.0,True
2,"A/Chicken/India/Niv-33487/2006,A/JapaneseWhiteEye/HongKong/1038/2006",3.414,False
3,"A/Duck/Hunan/795/2002,A/Chicken/Egypt/9403-NAMRU3/2007",8.0,True
4,"A/HongKong/156/1997,A/Goose/HongKong/739.2/2002",2.8280000000000003,False
5,"A/Vietnam/1203/2004,A/MuscovyDuck/Vietnam/1455/2006",8.0,True
6,"A/Duck/Hunan/795/2002,A/Chicken/Korea/Gimje/2008",8.0,True
7,"A/Turkey/Turkey/1/2005,A/Egypt/0215-NAMRU3/2007",2.8280000000000003,False
8,"A/Duck/Laos/3295/2006,A/JapaneseWhiteEye/HongKong/1038/2006",2.121,False
9,"A/Turkey/65-596/2006,A/Egypt/2786-NAMRU3/2006",1.414,False
10,"A/Duck/Hunan/795/2002,A/Egypt/3300-NAMRU3/2008",22.627,True
11,"A/Duck/Hunan/795/2002,A/Anhui/1/2005",32.0,True
12,"A/HongKong/213/2003,A/Vietnam/Jp14/2005",5.657,True
13,"A/Vietnam/1194/2004,A/Vietnam/1203/2004",1.414,False
14,"A/Egypt/4226-NAMRU3/2007,A/Chicken/Egypt/9403-NAMRU3/2007",13.657,True
15,"A/Egret/Egypt/1162-NAMRU3/2006,A/Egypt/2321-NAMRU3/2007",1.0,False
16,"A/Egypt/2786-NAMRU3/2006,A/Egypt/4226-NAMRU3/2007",2.0,False
17,"A/HongKong/156/1997,A/Vietnam/1203/2004",16.0,True
18,"A/Egypt/2321-NAMRU3/2007,A/Chicken/Egypt/9403-NAMRU3/2007",33.941,True
19,"A/Duck/Hunan/101/2004,A/Vietnam/1203/2004",4.0,False
20,"A/CommonMagpie/HongKong/5052/2007,A/JapaneseWhiteEye/HongKong/1038/2006",16.9705,True
21,"A/Turkey/Turkey/1/2005,A/Bar-headedGoose/Qinghai/1A/2005",2.0,False
22,"A/Egypt/2321-NAMRU3/2007,A/Egypt/N03072/2010",2.8280000000000003,False
23,"A/Indonesia/Cdc357/2006,A/WhooperSwan/Mongolia/244/2005",8.0,True
24,"A/WhooperSwan/Mongolia/244/2005,A/Chicken/Vietnam/Ncvd-016/2008",90.51,True
25,"A/Turkey/Turkey/1/2005,A/Egypt/4226-NAMRU3/2007",1.414,False
26,"A/Vietnam/1203/2004,A/CommonMagpie/HongKong/645/2006",2.8280000000000003,False
27,"A/WhooperSwan/Mongolia/244/2005,A/Egypt/2786-NAMRU3/2006",2.8280000000000003,False
28,"A/BarnSwallow/HongKong/1161/2010,A/HongKong/6841/2010",2.0,False
29,"A/Anhui/1/2005,A/Guangxi/1/2005",1.414,False
30,"A/Turkey/Turkey/1/2005,A/Egypt/1394-NAMRU3/2007",2.0,False
31,"A/Egypt/4226-NAMRU3/2007,A/Egypt/0215-NAMRU3/2007",2.0,False
32,"A/Vietnam/1203/2004,A/Egypt/4226-NAMRU3/2007",32.0,True
33,"A/Chicken/Korea/Gimje/2008,A/Anhui/1/2005",65.1005,True
